Date_time,Tweet
2019-03-11 08:36:14,"b'RT @cchandramouli1: Or, as someone told me \nwith full CONVICTION, \nthis would be the battle between Bharat Sanghis &amp; (Pakistan) Ku-sangis!\xe2\x80\xa6'"
2019-03-11 08:36:11,b'@PplOfIndia Aap tension mathlo madam. #Elections2019 will be a #SurgicalStrike3 from Indians. In sha Allah\n@AdityaMenon22'
2019-03-11 08:36:10,b'RT @VinayDokania: How Indian Journalists come out with their #OpinionPoll data for #Elections2019 and even justify their numbers\n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https:/\xe2\x80\xa6'
2019-03-11 08:36:08,"b""RT @CTRavi_BJP: Despite long drawn negotiations, CONgress - JD (S) in Karnataka can't even finalize 28 LS seats for #Elections2019.\n\nAnd th\xe2\x80\xa6"""
2019-03-11 08:36:04,b'RT @rajeev_mp: #TimesMegaPoll: 83% say Modi-led government is most likely outcome after 2019 general election\n\n#Elections2019 #PhirEkBaarMo\xe2\x80\xa6'
2019-03-11 08:35:59,"b""RT @CTRavi_BJP: Despite long drawn negotiations, CONgress - JD (S) in Karnataka can't even finalize 28 LS seats for #Elections2019.\n\nAnd th\xe2\x80\xa6"""
2019-03-11 08:35:51,"b'RT @moneycontrolcom: #NewsAlert | ""#Elections2019 have to finish before 3rd June, so if the elections will not happen during Ramzan, then w\xe2\x80\xa6'"
2019-03-11 08:35:51,"b'RT @the_hindu: #ICYMI : Here\xe2\x80\x99s the phase-wise schedule, the number of seats in each phase and their State-wise break-up #LokSabhaElections2\xe2\x80\xa6'"
2019-03-11 08:35:43,"b'RT @RoposoLove: With the #2019LokSabhaElections dates announced, #express your views on Who would you vote for and Why.. using #HaqSeVote o\xe2\x80\xa6'"
2019-03-11 08:35:36,b'The @YSRCParty supremo asked the people of the state to exercise their vote and to get their names enrolled if nece\xe2\x80\xa6 https://t.co/YDngejYN1U'
2019-03-11 08:35:30,b'RT @CNBCTV18News: #Elections2019 | Who bears the cost of Lok Sabha elections? https://t.co/EJBuj7qwHp'
2019-03-11 08:35:26,b'@keyakahe @tehseenp My birthday is on October 10 but still I will celebrate on 23 &amp;  24th may\xf0\x9f\x99\x8f\xf0\x9f\x92\x97\n#ModiOnceMore \n#Elections2019'
2019-03-11 08:35:22,b'RT @KhushiKadri: My Nani Is 85 Yrs Old Nvr Misses A Single Roza. Similarly Even During Elections She Always Votes. \n\nAnd I Know For Sure Sh\xe2\x80\xa6'
2019-03-11 08:35:19,"b'RT @Aabhas24: Abhishek Bhai, I hope people will take cognisance of how important is to \xe2\x80\x98vote.\xe2\x80\x99 I\xe2\x80\x99ve been campaigning extensively in my capa\xe2\x80\xa6'"
2019-03-11 08:35:08,"b'RT @RoposoLove: With the #2019LokSabhaElections dates announced, #express your views on Who would you vote for and Why.. using #HaqSeVote o\xe2\x80\xa6'"
2019-03-11 08:35:04,"b'RT @RoposoLove: With the #2019LokSabhaElections dates announced, #express your views on Who would you vote for and Why.. using #HaqSeVote o\xe2\x80\xa6'"
2019-03-11 08:35:02,"b'#ICYMI : Here\xe2\x80\x99s the phase-wise schedule, the number of seats in each phase and their State-wise break-up\xe2\x80\xa6 https://t.co/4gMIEDwvkn'"
2019-03-11 08:34:57,"b""RT @CTRavi_BJP: Despite long drawn negotiations, CONgress - JD (S) in Karnataka can't even finalize 28 LS seats for #Elections2019.\n\nAnd th\xe2\x80\xa6"""
2019-03-11 08:34:50,"b'RT @Aabhas24: Abhishek Bhai, I hope people will take cognisance of how important is to \xe2\x80\x98vote.\xe2\x80\x99 I\xe2\x80\x99ve been campaigning extensively in my capa\xe2\x80\xa6'"
2019-03-11 08:34:48,b'RT @aftabmrz007: The election commission has warned BJP to not to use army or airforce for their election campaign. But how could they forg\xe2\x80\xa6'
2019-03-11 08:34:36,b'RT @CMO_Odisha: CM @Naveen_Odisha announced historic decision of #Odisha to send 33% #women to #Parliament in ensuing #elections2019. #Biju\xe2\x80\xa6'
2019-03-11 08:34:27,b'RT @rao_nava: And official day to blame EVM is on 24th May 2019... \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n#PhirEkBaarModiSarkar #ElectionCommission #LokSabhaElections2019 #El\xe2\x80\xa6'
2019-03-11 08:34:23,"b'RT @BabuSaheb90: May 12 vote for AAP Delhi, make them all 7 seats win. #Elections2019'"
2019-03-11 08:34:23,"b'RT @Mahdie_pop: Kano state Deputy governor reading ""Bail is free"" lmao\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 Oga it will never work here ooo\xf0\x9f\xa4\xa3\n#Kanodecide2019 \n#Abbandai \n#El\xe2\x80\xa6'"
2019-03-11 08:34:22,b'RT @VinayDokania: How Indian Journalists come out with their #OpinionPoll data for #Elections2019 and even justify their numbers\n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https:/\xe2\x80\xa6'
2019-03-11 08:34:00,b'RT @imanojprabakar: #JustIn DMK Saravanan approaches MHC and seeking to deliver verdict in TPK case as soon as possible ; Will consider say\xe2\x80\xa6'
2019-03-11 08:33:38,b'It is shameful... public is ashamed to see such activities of his politicians bt you guys not...\xf0\x9f\xa4\xa8\n@Gupta_vijender\xe2\x80\xa6 https://t.co/rfmgv77ru5'
2019-03-11 08:33:38,b'RT @MahimaShastri: I am Voting for\n\xe2\x98\x91\xef\xb8\x8f Development\n\xe2\x98\x91\xef\xb8\x8f National Security\n\xe2\x98\x91\xef\xb8\x8f New India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\n\nA long term Vision for 2020 and beyond. \nMODI 2019\xe2\x80\xa6'
2019-03-11 08:33:37,b'RT @KarthikWarriyar: Rubika Liyaquat calculating BJP seats for #Elections2019 \n\n(original video)\n\n\xf0\x9f\x91\x87\xf0\x9f\x8f\xbd\n\nCc @OmarAbdullah @MehboobaMufti https\xe2\x80\xa6'
2019-03-11 08:33:26,b'RT @RubeenaJan1: Will #Pakistan Still Deny the Proof ?  \nThe picture of 300 #Terrorists who died in #Surgicalstrike2 by #IndianAirForce (IA\xe2\x80\xa6'
2019-03-11 08:33:25,b'RT @sudarsansand: Welcome #Election2019 : Proud to be a voter ready  to vote \xe2\x80\x9c #Elections2019 #LokSabhaElections2019 https://t.co/7Yr71qTyEm'
2019-03-11 08:33:16,b'TDP likes to Releases First List of 115 candidates for Elections 2019 | Chandrababu | TDP Candidates\xe2\x80\xa6 https://t.co/iXFHOwrNaU'
2019-03-11 08:33:05,"b'Btw, Sachin did not do well against  best bowlers. His ODI overseas average against McGrath,Wasim, Pollock, Donald,\xe2\x80\xa6 https://t.co/Iw4HbYsSEQ'"
2019-03-11 08:32:57,b'RT @Who_Kajal: Yes #DemonetisationYaadRakhna And also read #\xe0\xa4\x9c\xe0\xa5\x80\xe0\xa4\xa8\xe0\xa5\x87_\xe0\xa4\x95\xe0\xa5\x80_\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xb9 before #Elections2019 \n\n100% Free book https://t.co/vaOlFS31Xa'
2019-03-11 08:32:47,"b'#NewsAlert | ""#Elections2019 have to finish before 3rd June, so if the elections will not happen during Ramzan, the\xe2\x80\xa6 https://t.co/84RaOqsZL3'"
2019-03-11 08:32:38,b'RT @VinayDokania: How Indian Journalists come out with their #OpinionPoll data for #Elections2019 and even justify their numbers\n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https:/\xe2\x80\xa6'
2019-03-11 08:32:38,"b'With the #2019LokSabhaElections dates announced, #express your views on Who would you vote for and Why.. using\xe2\x80\xa6 https://t.co/MJ9umI32NA'"
2019-03-11 08:32:29,"b""Modi will do all the dirty games to win the battle because if bjp couldn't win Modi will face investigation about\xe2\x80\xa6 https://t.co/c3nUtW9Z4Z"""
2019-03-11 08:32:28,b'RT @BTVI: #Elections2019 @VinodSharmaView: Indication Is That BJP Has Gained Momentum Post #Balakot Incident; Opposition In 2019 Very Well\xe2\x80\xa6'
2019-03-11 08:32:20,b'RT @rajeev_mp: #Elections2019 \n\nThis is the election where voters will vote to #Continue the progress of #TransformingIndia to a corruption\xe2\x80\xa6'
2019-03-11 08:32:13,b'Yes #DemonetisationYaadRakhna And also read #\xe0\xa4\x9c\xe0\xa5\x80\xe0\xa4\xa8\xe0\xa5\x87_\xe0\xa4\x95\xe0\xa5\x80_\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xb9 before #Elections2019 \n\n100% Free book https://t.co/vaOlFS31Xa'
2019-03-11 08:32:13,b'RT @VinayDokania: How Indian Journalists come out with their #OpinionPoll data for #Elections2019 and even justify their numbers\n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https:/\xe2\x80\xa6'
2019-03-11 08:31:56,b'RT @VinayDokania: How Indian Journalists come out with their #OpinionPoll data for #Elections2019 and even justify their numbers\n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https:/\xe2\x80\xa6'
2019-03-11 08:31:55,"b'Somewhere down the line, what are the major domestic internal issues on which we seek clarity during #Elections2019\xe2\x80\xa6 https://t.co/quRfrv3ikc'"
2019-03-11 08:31:49,b'RT @georgian_mayank: I am Voting for\n\xe2\x98\x91\xef\xb8\x8f Development\n\xe2\x98\x91\xef\xb8\x8f National Security\n\xe2\x98\x91\xef\xb8\x8f New India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\n\nA long term Vision for 2020 and beyond. \nMODI 201\xe2\x80\xa6'
2019-03-11 08:31:30,"b""RT @AKYOnline: Countdown has begin . \nLet's all work hard to achieve our goal and bring our RajannaRajyam together ! #RavaliJaganKavaliJaga\xe2\x80\xa6"""
2019-03-11 08:31:27,b'RT @PavanOfficiall: How Many Of You Registered Your Vote Just To Vote @JanaSenaParty \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 \n\n#Elections2019 #VoteForGlass'
2019-03-11 08:31:22,"b'RT @rayonkiran29: Breaking News:\n@narendramodi will address  Next ""Man ki Bat"" on 26th May, 2019 on Sunday.\n\n#ElectionCommission\n#Elections\xe2\x80\xa6'"
2019-03-11 08:31:15,"b'RT @rayonkiran29: Breaking News:\n@narendramodi will address  Next ""Man ki Bat"" on 26th May, 2019 on Sunday.\n\n#ElectionCommission\n#Elections\xe2\x80\xa6'"
2019-03-11 08:30:56,"b'Kano state Deputy governor reading ""Bail is free"" lmao\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 Oga it will never work here ooo\xf0\x9f\xa4\xa3\n#Kanodecide2019\xe2\x80\xa6 https://t.co/XR9yZfXY5C'"
2019-03-11 08:30:36,b'RT @shefali_bagga: Here is the complete list \n\n#Elections2019 #elections #GeneralElections2019 https://t.co/sxN40JyAn9'
2019-03-11 08:30:31,b'90 crores Indians are eligible to vote this time!!! #Elections2019'
2019-03-11 08:30:23,b'RT @VinayDokania: How Indian Journalists come out with their #OpinionPoll data for #Elections2019 and even justify their numbers\n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https:/\xe2\x80\xa6'
2019-03-11 08:30:20,"b""RT @ManiDevaMS: #DelhiCapitals is not only #india 1000 of girls #raped in #TamilNadu #arrestpollachirapists if U don't hve guts against #po\xe2\x80\xa6"""
2019-03-11 08:30:11,b'How PAID Bhakts try to build fake voter perceptions \n\nModi and BJP are going to loose very Badly !!\xe2\x80\xa6 https://t.co/z1fuNnfFV8'
2019-03-11 08:30:10,b'RT @HCookey: SITUATION IN RIVERS STATE;\n\nPDP wins: The people have spoken\nAAC wins: It is rigging!!! \n\nMay thunder fire you!!! \n\nBeware of\xe2\x80\xa6'
2019-03-11 08:30:08,b'RT @TendulkarRoger: The election commission has warned BJP to not to use army or airforce for their election campaign. But how could they f\xe2\x80\xa6'
2019-03-11 08:29:53,b'RT @SiDManchikanti: #Elections2019 Best wishes to @PawanKalyan and @JanaSenaParty. Hope you people bring some change . https://t.co/k4hJOed\xe2\x80\xa6'
2019-03-11 08:29:46,b'@MaximeDeepa Such candidates would be kept out from #Elections2019 race by @BJP4India ...... Hopefully'
2019-03-11 08:29:45,b'RT @VinayDokania: How Indian Journalists come out with their #OpinionPoll data for #Elections2019 and even justify their numbers\n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https:/\xe2\x80\xa6'
2019-03-11 08:29:43,b'RT @Donvoegt: I just had to re-tweet this pic\n#auspol #Elections2019 https://t.co/z519MOmFQZ'
2019-03-11 08:29:14,b'RT @KhushiKadri: My Nani Is 85 Yrs Old Nvr Misses A Single Roza. Similarly Even During Elections She Always Votes. \n\nAnd I Know For Sure Sh\xe2\x80\xa6'
2019-03-11 08:28:48,b'RT @KhushiKadri: My Nani Is 85 Yrs Old Nvr Misses A Single Roza. Similarly Even During Elections She Always Votes. \n\nAnd I Know For Sure Sh\xe2\x80\xa6'
2019-03-11 08:28:38,"b""RT @sanjaypaswanbjp: 1 Million polling booths for 900 Million voters in a country of almost 1.3 Billion. \n\nIndia as the World's largest dem\xe2\x80\xa6"""
2019-03-11 08:28:36,b'RT @RubeenaJan1: Will #Pakistan Still Deny the Proof ?  \nThe picture of 300 #Terrorists who died in #Surgicalstrike2 by #IndianAirForce (IA\xe2\x80\xa6'
2019-03-11 08:28:33,"b""For want of time, he couldn't be tutored in time! \nThe fact is this! \n@heeraman98 @vivekagnihotri \n\n#Elections2019\xe2\x80\xa6 https://t.co/epKgHZ56Cn"""
2019-03-11 08:28:27,b'RT @rao_nava: And official day to blame EVM is on 24th May 2019... \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n#PhirEkBaarModiSarkar #ElectionCommission #LokSabhaElections2019 #El\xe2\x80\xa6'
2019-03-11 08:28:18,b'Rubika Liyaquat calculating BJP seats for #Elections2019 \n\n(original video)\n\n\xf0\x9f\x91\x87\xf0\x9f\x8f\xbd\n\nCc @OmarAbdullah @MehboobaMufti https://t.co/n8VLv7VcQ2'
2019-03-11 08:28:08,"b""Politics of 'inconclusive' seems to be the new love for @inecnigeria. #Gombe &amp; #Kwara were not declared inconclusiv\xe2\x80\xa6 https://t.co/u2MM0S5yh1"""
2019-03-11 08:28:03,b'RT @VinayDokania: How Indian Journalists come out with their #OpinionPoll data for #Elections2019 and even justify their numbers\n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https:/\xe2\x80\xa6'
2019-03-11 08:27:59,"b""@scpatodia \n\nIt's better for @theicai to take note and reschedule the exam dates NOT #ElectionCommission conducting\xe2\x80\xa6 https://t.co/eOixKd6XEh"""
2019-03-11 08:27:54,b'RT @KhushiKadri: My Nani Is 85 Yrs Old Nvr Misses A Single Roza. Similarly Even During Elections She Always Votes. \n\nAnd I Know For Sure Sh\xe2\x80\xa6'
2019-03-11 08:27:50,b'RT @KhushiKadri: My Nani Is 85 Yrs Old Nvr Misses A Single Roza. Similarly Even During Elections She Always Votes. \n\nAnd I Know For Sure Sh\xe2\x80\xa6'
2019-03-11 08:27:35,b'RT @ManviDad: We are ready \xf0\x9f\x92\xaa\xf0\x9f\x92\xaa\nVote for Fan\n\n#Elections2019 #VoteForFan https://t.co/31ld9TEk4U'
2019-03-11 08:27:27,b'RT @Gursatinder68: @sardesairajdeep @narendramodi @DailyO_ Well I tend to disagree \nMy 11 reasons why Modi ji will lose \n- Demonetization d\xe2\x80\xa6'
2019-03-11 08:27:19,"b'RT @AmbVPrakash: 430 million Indians now own a smartphone, half a billion use the Internet, 300 million use Facebook, 200 million send mess\xe2\x80\xa6'"
2019-03-11 08:27:19,b'Dear Delhi ..AAP and BJP are in power..therefore only Kejriwal and Modi have conned Delhi with jumlas and denied St\xe2\x80\xa6 https://t.co/4O5eEcLCuX'
2019-03-11 08:27:16,b'RT @rao_nava: And official day to blame EVM is on 24th May 2019... \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n#PhirEkBaarModiSarkar #ElectionCommission #LokSabhaElections2019 #El\xe2\x80\xa6'
2019-03-11 08:27:11,"b'RT @frankdonga_: If you don\xe2\x80\x99t sell your vote, they can\xe2\x80\x99t buy your right. #Elections2019 #GuberElection #Nigeriadecides https://t.co/dFXyyCf\xe2\x80\xa6'"
2019-03-11 08:27:10,"b""RT @ManiDevaMS: #DelhiCapitals is not only #india 1000 of girls #raped in #TamilNadu #arrestpollachirapists if U don't hve guts against #po\xe2\x80\xa6"""
2019-03-11 08:27:01,b'RT @KhushiKadri: My Nani Is 85 Yrs Old Nvr Misses A Single Roza. Similarly Even During Elections She Always Votes. \n\nAnd I Know For Sure Sh\xe2\x80\xa6'
2019-03-11 08:26:48,b'RT @TrendPSPK: Expect the unexpected from @PawanKalyan \xf0\x9f\x94\xa5\xe2\x9c\x8a\n\n#Elections2019 https://t.co/Y2hdo3RUyp'
2019-03-11 08:26:47,"b'RT @SudhinBhadoria: #Elections2019 will be a vote against Notebandi,Crony Capitalism which has hurt andbutalised the #Dalit and Poor of Bha\xe2\x80\xa6'"
2019-03-11 08:26:44,b'RT @VinayDokania: How Indian Journalists come out with their #OpinionPoll data for #Elections2019 and even justify their numbers\n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https:/\xe2\x80\xa6'
2019-03-11 08:26:26,b'@SudarshanNewsTV @KhanAmanatullah They Have Divided The Country To Protect Islam. Anti-India Remained Here After Pa\xe2\x80\xa6 https://t.co/dXz7hyp0Ae'
2019-03-11 08:26:25,b'@TimesNowHindi @narendramodi This guy Farooq Abdullah ka pura hawa nikal gaya hai- with new Balakot proof now airin\xe2\x80\xa6 https://t.co/tdtCI8hDMG'
2019-03-11 08:26:11,b'RT @VinayDokania: How Indian Journalists come out with their #OpinionPoll data for #Elections2019 and even justify their numbers\n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https:/\xe2\x80\xa6'
2019-03-11 08:26:05,"b'RT @AmbVPrakash: 430 million Indians now own a smartphone, half a billion use the Internet, 300 million use Facebook, 200 million send mess\xe2\x80\xa6'"
2019-03-11 08:25:58,b'RT @aftabmrz007: The election commission has warned BJP to not to use army or airforce for their election campaign. But how could they forg\xe2\x80\xa6'
2019-03-11 08:25:35,b'RT @sudarsansand: Welcome #Election2019 : Proud to be a voter ready  to vote \xe2\x80\x9c #Elections2019 #LokSabhaElections2019 https://t.co/7Yr71qTyEm'
2019-03-11 08:25:32,b'RT @BTVI: #Elections2019 @VinodSharmaView: Indication Is That BJP Has Gained Momentum Post #Balakot Incident; Opposition In 2019 Very Well\xe2\x80\xa6'
2019-03-11 08:25:27,"b""RT @SamarAn47896449: Whom will you support in this #Elections2019? \n\nDon't like it just Rt. \n\nDesh ka haal jano. Rt karo jaldi jaldi. #Elec\xe2\x80\xa6"""
2019-03-11 08:25:25,b'RT @MahimaShastri: I am Voting for\n\xe2\x98\x91\xef\xb8\x8f Development\n\xe2\x98\x91\xef\xb8\x8f National Security\n\xe2\x98\x91\xef\xb8\x8f New India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\n\nA long term Vision for 2020 and beyond. \nMODI 2019\xe2\x80\xa6'
2019-03-11 08:25:17,"b'RT @HerrBains: Okay, guys. Time to enter the battlefield. \nBeat the war drums! \nRaise the Battle Colors! \nDon the armor! \nJai Bhavani!\nBole\xe2\x80\xa6'"
2019-03-11 08:24:57,"b'Of all the Chors , I find tonti chor @yadavakhilesh As most presentable to lead the MGB #Elections2019 . Others are\xe2\x80\xa6 https://t.co/8bsaC9lP8e'"
2019-03-11 08:24:54,"b'RT @CongressSevadal: Following the Pulwama terror attack and the BJP trying to exploit the tensions with Pakistan in the elections, politic\xe2\x80\xa6'"
2019-03-11 08:24:24,b'#Elections2019 door to door campaign organized by Mannadipet Assembly youth congress headed by @RameshYouth\xe2\x80\xa6 https://t.co/eqzfwx3ydI'
2019-03-11 08:23:59,b'RT @MahimaShastri: I am Voting for\n\xe2\x98\x91\xef\xb8\x8f Development\n\xe2\x98\x91\xef\xb8\x8f National Security\n\xe2\x98\x91\xef\xb8\x8f New India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\n\nA long term Vision for 2020 and beyond. \nMODI 2019\xe2\x80\xa6'
2019-03-11 08:23:53,b'#Elections2019 @VinodSharmaView: Indication Is That BJP Has Gained Momentum Post #Balakot Incident; Opposition In 2\xe2\x80\xa6 https://t.co/Lp3cZbTPBs'
2019-03-11 08:23:52,b'RT @Zebaism: Congress steps up its attack on Modi govt on Demonetisation ahead of #Elections2019 \n@Jairam_Ramesh - Documents accessed throu\xe2\x80\xa6'
2019-03-11 08:23:51,b'RT @MahimaShastri: I am Voting for\n\xe2\x98\x91\xef\xb8\x8f Development\n\xe2\x98\x91\xef\xb8\x8f National Security\n\xe2\x98\x91\xef\xb8\x8f New India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\n\nA long term Vision for 2020 and beyond. \nMODI 2019\xe2\x80\xa6'
2019-03-11 08:23:30,b'RT @HCookey: SITUATION IN RIVERS STATE;\n\nPDP wins: The people have spoken\nAAC wins: It is rigging!!! \n\nMay thunder fire you!!! \n\nBeware of\xe2\x80\xa6'
2019-03-11 08:23:26,b'RT @rajeev_mp: #Elections2019 \n\nThis is the election where voters will vote to #Continue the progress of #TransformingIndia to a corruption\xe2\x80\xa6'
2019-03-11 08:23:19,b'RT @RubeenaJan1: Will #Pakistan Still Deny the Proof ?  \nThe picture of 300 #Terrorists who died in #Surgicalstrike2 by #IndianAirForce (IA\xe2\x80\xa6'
2019-03-11 08:23:08,b'RT @KhushiKadri: My Nani Is 85 Yrs Old Nvr Misses A Single Roza. Similarly Even During Elections She Always Votes. \n\nAnd I Know For Sure Sh\xe2\x80\xa6'
2019-03-11 08:23:00,b'RT @KhushiKadri: My Nani Is 85 Yrs Old Nvr Misses A Single Roza. Similarly Even During Elections She Always Votes. \n\nAnd I Know For Sure Sh\xe2\x80\xa6'
2019-03-11 08:22:46,b'RT @MahimaShastri: I am Voting for\n\xe2\x98\x91\xef\xb8\x8f Development\n\xe2\x98\x91\xef\xb8\x8f National Security\n\xe2\x98\x91\xef\xb8\x8f New India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\n\nA long term Vision for 2020 and beyond. \nMODI 2019\xe2\x80\xa6'
2019-03-11 08:22:30,b'RT @india_rising95: Reason why we should bring back BJP with full majority.\n #Elections2019 \n#PhirEkBaarModiSarkar \n#INDvAUS \n#PadmaShri \n#\xe2\x80\xa6'
2019-03-11 08:22:23,b'RT @sudarsansand: Welcome #Election2019 : Proud to be a voter ready  to vote \xe2\x80\x9c #Elections2019 #LokSabhaElections2019 https://t.co/7Yr71qTyEm'
2019-03-11 08:22:21,b'RT @its_skp: Anti-Men Candidates like Maneka Gandhi would be the reason why @BJP4India might loose #Elections2019 \n#Misandry #MenVoteBank h\xe2\x80\xa6'
2019-03-11 08:22:18,b'RT @MahimaShastri: I am Voting for\n\xe2\x98\x91\xef\xb8\x8f Development\n\xe2\x98\x91\xef\xb8\x8f National Security\n\xe2\x98\x91\xef\xb8\x8f New India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\n\nA long term Vision for 2020 and beyond. \nMODI 2019\xe2\x80\xa6'
2019-03-11 08:21:58,b'RT @news18dotcom: The Voter Helpline app can be used to get all information and various services around the #Elections2019 #LokSabhaElectio\xe2\x80\xa6'
2019-03-11 08:21:39,"b'RT @Donvoegt: The Coalition misread the MOOD of the Country, eg Banks, Big Business, Climate Change, Water theft etc \nA conspicuous failure\xe2\x80\xa6'"
2019-03-11 08:21:38,"b'#Elections2019: 22 states to have single phase polling, #UP among 3 states with 7 phases\n\nhttps://t.co/xIpHeLomlh'"
2019-03-11 08:21:33,"b""RT @Awhadspeaks: What a bastard! #BabuBajrangi\nThat's all \n#LokSabhaElections2019 \n#Elections2019 https://t.co/9hSxcsPjQi"""
2019-03-11 08:21:29,b'Congress steps up its attack on Modi govt on Demonetisation ahead of #Elections2019 \n@Jairam_Ramesh - Documents acc\xe2\x80\xa6 https://t.co/tPibQbuvlJ'
2019-03-11 08:21:25,b'RT @aftabmrz007: The election commission has warned BJP to not to use army or airforce for their election campaign. But how could they forg\xe2\x80\xa6'
2019-03-11 08:21:09,b'RT @girishchawla: @AnkitLal Block your calendar! May12 2019 is the Election Day in #Delhi. Go out of your home and vote for the development\xe2\x80\xa6'
2019-03-11 08:21:07,b'RT @RubeenaJan1: Will #Pakistan Still Deny the Proof ?  \nThe picture of 300 #Terrorists who died in #Surgicalstrike2 by #IndianAirForce (IA\xe2\x80\xa6'
2019-03-11 08:21:02,"b'RT @frankdonga_: If you don\xe2\x80\x99t sell your vote, they can\xe2\x80\x99t buy your right. #Elections2019 #GuberElection #Nigeriadecides https://t.co/dFXyyCf\xe2\x80\xa6'"
2019-03-11 08:21:00,"b""RT @CTRavi_BJP: Despite long drawn negotiations, CONgress - JD (S) in Karnataka can't even finalize 28 LS seats for #Elections2019.\n\nAnd th\xe2\x80\xa6"""
2019-03-11 08:21:00,"b'#Elections2019 https://t.co/EfGA4bkkXQ\nOf the 6 Northern States which helped #BJP in 2014 LS elections, it has lost\xe2\x80\xa6 https://t.co/ikP6tDn4Va'"
2019-03-11 08:20:59,b'RT @Anirudh_Astro: Announcement of election schedule and counting date by #ElectionCommission has confirmed the predictions made by me in t\xe2\x80\xa6'
2019-03-11 08:20:59,b'RT @georgian_mayank: I am Voting for\n\xe2\x98\x91\xef\xb8\x8f Development\n\xe2\x98\x91\xef\xb8\x8f National Security\n\xe2\x98\x91\xef\xb8\x8f New India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\n\nA long term Vision for 2020 and beyond. \nMODI 201\xe2\x80\xa6'
2019-03-11 08:20:55,b'RT @KhushiKadri: My Nani Is 85 Yrs Old Nvr Misses A Single Roza. Similarly Even During Elections She Always Votes. \n\nAnd I Know For Sure Sh\xe2\x80\xa6'
2019-03-11 08:20:47,"b'RT @rahulkpopat: When you mess up with Modi, \nYour skies may dry .\n\n#PhirEkBaarModiSarkar\n#Elections2019\n#LokSabhaElection2019\n#ModiVsPakis\xe2\x80\xa6'"
2019-03-11 08:20:23,b'When is mumbai voting? #Elections2019'
2019-03-11 08:20:23,"b'RT @rahulkpopat: When you mess up with Modi, \nYour skies may dry .\n\n#PhirEkBaarModiSarkar\n#Elections2019\n#LokSabhaElection2019\n#ModiVsPakis\xe2\x80\xa6'"
2019-03-11 08:20:22,b'RT @Anirudh_Astro: Announcement of election schedule and counting date by #ElectionCommission has confirmed the predictions made by me in t\xe2\x80\xa6'
2019-03-11 08:20:22,"b""RT @ManiDevaMS: #DelhiCapitals is not only #india 1000 of girls #raped in #TamilNadu #arrestpollachirapists if U don't hve guts against #po\xe2\x80\xa6"""
2019-03-11 08:20:16,b'RT @sudarsansand: Welcome #Election2019 : Proud to be a voter ready  to vote \xe2\x80\x9c #Elections2019 #LokSabhaElections2019 https://t.co/7Yr71qTyEm'
2019-03-11 08:19:59,b'RT @TendulkarRoger: The election commission has warned BJP to not to use army or airforce for their election campaign. But how could they f\xe2\x80\xa6'
2019-03-11 08:19:54,b'RT @georgian_mayank: I am Voting for\n\xe2\x98\x91\xef\xb8\x8f Development\n\xe2\x98\x91\xef\xb8\x8f National Security\n\xe2\x98\x91\xef\xb8\x8f New India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\n\nA long term Vision for 2020 and beyond. \nMODI 201\xe2\x80\xa6'
2019-03-11 08:19:51,b'RT @prasannavishy: How Much Will Kerala Be Swayed By Sabarimala In #Elections2019?\xc2\xa0 https://t.co/uwc7yRwut1 via @swarajyamag'
2019-03-11 08:19:50,b'RT @KhushiKadri: My Nani Is 85 Yrs Old Nvr Misses A Single Roza. Similarly Even During Elections She Always Votes. \n\nAnd I Know For Sure Sh\xe2\x80\xa6'
