Date_time,Tweet
2019-03-10 17:03:19,b'RT @TrendPSPK: Expect the unexpected from @PawanKalyan \xf0\x9f\x94\xa5\xe2\x9c\x8a\n\n#Elections2019 https://t.co/Y2hdo3RUyp'
2019-03-10 17:03:16,"b'RT @kirteshkumar: Don\xe2\x80\x99t panic janasainiks..There vl be High Octane Planning for next 30 days followed by candidates announcements, Core tea\xe2\x80\xa6'"
2019-03-10 17:03:15,b'RT @siddaramaiah: I also urge all our party workers to work tirelessly &amp; ensure that the correct information reaches the public who will no\xe2\x80\xa6'
2019-03-10 17:03:12,b'RT @siddaramaiah: This election is not about Congress &amp; BJP or any other party\n\nThis election is not about @RahulGandhi &amp; @narendramodi\n\nTh\xe2\x80\xa6'
2019-03-10 17:03:01,b'RT @Claritymay16: Will be interesting to note the voting percentage of the Hindus this #Elections2019 .. cause the Xtians &amp; the Peacefuls a\xe2\x80\xa6'
2019-03-10 17:03:01,b'RT @SiDManchikanti: #Elections2019 Best wishes to @PawanKalyan and @JanaSenaParty. Hope you people bring some change . https://t.co/k4hJOed\xe2\x80\xa6'
2019-03-10 17:02:57,"b""RT @joerave: The Jait-Setting Modi's Zoos \nBut come #Elections2019 #Elections Tarzan's Swinging is gonna come to a Abrupt End as the Wines\xe2\x80\xa6"""
2019-03-10 17:02:56,b'RT @BurnolReloaded: BREAKING IN\n\nSo it is decided\nModiji @narendramodi ji will win the elections of 2019 on 23rd May 2019\n\nEVM will be blam\xe2\x80\xa6'
2019-03-10 17:02:56,b'RT @Techglares: Election Dates are announced\n\nStarts Frm April 11th nd Results on May 23rd\n\nHere are Bus Coupons to travel to native places\xe2\x80\xa6'
2019-03-10 17:02:49,b'RT @sriharis1112: As our Chief @PawanKalyan gaaru quoted on numerous occasions that our THOUGHTS MAKE OUR FUTURE.. yad bhavam tad bhavati\xe2\x80\xa6'
2019-03-10 17:02:48,b'RT @siddaramaiah: We are glad that the elections are finally announced by the Election Commission. \n\nMy best wishes for the officers who ar\xe2\x80\xa6'
2019-03-10 17:02:46,"b'With announcement of #polldates, the #ElectionCommission also laid down guidelines for social media campaigning. CE\xe2\x80\xa6 https://t.co/Kv4fNmrTZX'"
2019-03-10 17:02:40,b'RT @DuggarDeshNews: Model Code Of Conduct enforced throughout the country from today.\n#ElectionCommission #Elections2019'
2019-03-10 17:02:37,b'RT @UrsThanuja: The Election Date Is Revealed. So Whom You R Gonna Support This Time? #Elections2019 #AP'
2019-03-10 17:02:36,b'RT @siddaramaiah: This election is not about Congress &amp; BJP or any other party\n\nThis election is not about @RahulGandhi &amp; @narendramodi\n\nTh\xe2\x80\xa6'
2019-03-10 17:02:35,b'RT @KingDaSultan: My support to #VoteForFan in #Elections2019  Andhra Pradesh https://t.co/igZnL9sOGi'
2019-03-10 17:02:28,"b""RT @sanjaypaswanbjp: 1 Million polling booths for 900 Million voters in a country of almost 1.3 Billion. \n\nIndia as the World's largest dem\xe2\x80\xa6"""
2019-03-10 17:02:26,b'RT @Anirudh_Astro: Announcement of election schedule and counting date by #ElectionCommission has confirmed the predictions made by me in t\xe2\x80\xa6'
2019-03-10 17:02:23,"b'RT @Mirchi9: Couple of hours before the announcement of the Elections Schedule, AP Government issued GO for the Last Two Installments of Ra\xe2\x80\xa6'"
2019-03-10 17:02:22,b'RT @TrendPSPK: Expect the unexpected from @PawanKalyan \xf0\x9f\x94\xa5\xe2\x9c\x8a\n\n#Elections2019 https://t.co/Y2hdo3RUyp'
2019-03-10 17:02:19,b'RT @TrendPSPK: Expect the unexpected from @PawanKalyan \xf0\x9f\x94\xa5\xe2\x9c\x8a\n\n#Elections2019 https://t.co/Y2hdo3RUyp'
2019-03-10 17:02:15,b'RT @siddaramaiah: This election is not about Congress &amp; BJP or any other party\n\nThis election is not about @RahulGandhi &amp; @narendramodi\n\nTh\xe2\x80\xa6'
2019-03-10 17:02:12,b'#Elections2019 Andhra\n@ncbn to kickstart election campaign from #Tirupati\nAfter seeking blessings from\xe2\x80\xa6 https://t.co/CNUex6r1NX'
2019-03-10 17:02:08,b'RT @KhabreeLaal: Who will win?\n\n#RT - Narendra Modi \n\n#Like - Rahul Gandhi \n\n#Reply - Others\n\nLets see \xf0\x9f\x98\x9c\n\n#ElectionCommission #Election2019\xe2\x80\xa6'
2019-03-10 17:02:02,b'RT @Kiranssmbfan: The Election Date Is Revealed. So Whom You R Gonna Support This Time? #Elections2019 \n#mine #YSRCP  #jai_jagan_anna\xe2\x9c\x8a\xe2\x9c\x8a\xe2\x9c\x8a\xe2\x9c\x8a\xe2\x80\xa6'
2019-03-10 17:02:02,b'RT @MahimaShastri: I am Voting for\n\xe2\x98\x91\xef\xb8\x8f Development\n\xe2\x98\x91\xef\xb8\x8f National Security\n\xe2\x98\x91\xef\xb8\x8f New India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\n\nA long term Vision for 2020 and beyond. \nMODI 2019\xe2\x80\xa6'
2019-03-10 17:02:01,b'#socialmediarules #JANASENARevolution2019 #VoteForGlass #Elections2019 \n\nBeware guys. https://t.co/UIA2Q9d9dc'
2019-03-10 17:01:51,"b""RT @sanjaypaswanbjp: 1 Million polling booths for 900 Million voters in a country of almost 1.3 Billion. \n\nIndia as the World's largest dem\xe2\x80\xa6"""
2019-03-10 17:01:42,"b""RT @pradip103: It's now or never for BJP in #Bengal. Excerpts from my candid conversation with team @OpIndia_com on why @BJP4India under @P\xe2\x80\xa6"""
2019-03-10 17:01:29,"b'Once again a very low\n Voter turnout expected in #Mumbai, thane. #polling date 29th april is Monday so people will\xe2\x80\xa6 https://t.co/fTEnMKb7jw'"
2019-03-10 17:01:25,b'RT @rajeev_mp: #Elections2019 \n\nThis is the election where voters will vote to #Continue the progress of #TransformingIndia to a corruption\xe2\x80\xa6'
2019-03-10 17:01:22,b'RT @balbir59: Be an Arjun ... shut one eye and press a button marked @BJP4India this #Elections2019'
2019-03-10 17:01:22,"b'#ElectionCommission  #Elections2019 In last municipal elction of up, my name was not in the voter list. How I add m\xe2\x80\xa6 https://t.co/apxeDT3WZ7'"
2019-03-10 17:01:11,"b""RT @AbhinavAgarwal: Dear intellectuals, now ask yourselves - who between you and Hardik Patel ended up being the Congress' Kleenex and who\xe2\x80\xa6"""
2019-03-10 17:01:02,"b'RT @iankit07: @narendramodi Ek baar fr Majboot Sarkar..\nFr se Modi Ji..\nNaMo again.. 300+ for BJP, 350+ for NDA.\nMy vote for Modi Ji, My vo\xe2\x80\xa6'"
2019-03-10 17:01:00,b'Current feeling. #Elections2019 #TNPolitics https://t.co/0sSdaDCwlT'
2019-03-10 17:00:58,"b'RT @HerrBains: Okay, guys. Time to enter the battlefield. \nBeat the war drums! \nRaise the Battle Colors! \nDon the armor! \nJai Bhavani!\nBole\xe2\x80\xa6'"
2019-03-10 17:00:41,b'RT @TRBRajaa: #Elections2019 to be held right in the middle of a long #Holiday period in #TamilNadu \xf0\x9f\x99\x84\n17th to 21st 5 straight days or if on\xe2\x80\xa6'
2019-03-10 17:00:29,"b'RT @KumariRukshmani: We should not fight elections on borders or temples but for education,farmers,jobs,health...#Elections2019 https://t.c\xe2\x80\xa6'"
2019-03-10 17:00:26,b'RT @rajeev_mp: #Elections2019 \n\nThis is the election where voters will vote to #Continue the progress of #TransformingIndia to a corruption\xe2\x80\xa6'
2019-03-10 17:00:11,b'RT @_Fury_at_times: Good luck @PawanKalyan.\nJust 30 days.\n\n#Elections2019 https://t.co/8caRe3oGLc'
2019-03-10 17:00:10,b'RT @MahimaShastri: I am Voting for\n\xe2\x98\x91\xef\xb8\x8f Development\n\xe2\x98\x91\xef\xb8\x8f National Security\n\xe2\x98\x91\xef\xb8\x8f New India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\n\nA long term Vision for 2020 and beyond. \nMODI 2019\xe2\x80\xa6'
2019-03-10 16:59:53,"b""RT @NehruKiGalti_: As #ElectionCommission announces #LokSabhaElections2019 dates,  #PhirEkBaarModiSarkar in #Elections2019 ? It doesn't see\xe2\x80\xa6"""
2019-03-10 16:59:52,"b'May 12 vote for AAP Delhi, make them all 7 seats win. #Elections2019'"
2019-03-10 16:59:42,b'RT @TamizPuyal: #ElectionCommission #ElectionWar2019\n#Elections2019 #election\n#ElectionCommissionOfIndia  #ELECTIONBREAKING \n\nWho will be s\xe2\x80\xa6'
2019-03-10 16:59:42,b'RT @ManviDad: Country wide #Elections2019 schedule https://t.co/wfnqVnxpW7'
2019-03-10 16:59:37,b'RT @OmarAbdullah: The next few days &amp; the forthcoming decision of the Election Commission of India (based on Centre &amp; state Govt inputs) wi\xe2\x80\xa6'
2019-03-10 16:59:36,b'RT @Kiranssmbfan: The Election Date Is Revealed. So Whom You R Gonna Support This Time? #Elections2019 \n#mine #YSRCP  #jai_jagan_anna\xe2\x9c\x8a\xe2\x9c\x8a\xe2\x9c\x8a\xe2\x9c\x8a\xe2\x80\xa6'
2019-03-10 16:59:34,b'RT @AbdulBa33898424: Who WILL WIN 2019 ELECTION \n\xf0\x9f\x91\x86\xf0\x9f\x91\x86\xf0\x9f\x91\x86\n #ElectionCommission #LokSabhaElections2019 #PhirEKBaarModiSarkaar #Elections2019 #Ele\xe2\x80\xa6'
2019-03-10 16:59:29,b'RT @TrendPSPK: Expect the unexpected from @PawanKalyan \xf0\x9f\x94\xa5\xe2\x9c\x8a\n\n#Elections2019 https://t.co/Y2hdo3RUyp'
2019-03-10 16:59:22,b'RT @KhabreeLaal: Who will win?\n\n#RT - Narendra Modi \n\n#Like - Rahul Gandhi \n\n#Reply - Others\n\nLets see \xf0\x9f\x98\x9c\n\n#ElectionCommission #Election2019\xe2\x80\xa6'
2019-03-10 16:59:14,"b'#LokSabhaElections2019 announced  by #ElectionCommission ,\nnow political parties be like enough done on trying to w\xe2\x80\xa6 https://t.co/jqecfO6ETl'"
2019-03-10 16:59:13,b'RT @SiDManchikanti: #Elections2019 Best wishes to @PawanKalyan and @JanaSenaParty. Hope you people bring some change . https://t.co/k4hJOed\xe2\x80\xa6'
2019-03-10 16:59:05,b'RT @Anirudh_Astro: Announcement of election schedule and counting date by #ElectionCommission has confirmed the predictions made by me in t\xe2\x80\xa6'
2019-03-10 16:59:04,b'RT @Kiranssmbfan: The Election Date Is Revealed. So Whom You R Gonna Support This Time? #Elections2019 \n#mine #YSRCP  #jai_jagan_anna\xe2\x9c\x8a\xe2\x9c\x8a\xe2\x9c\x8a\xe2\x9c\x8a\xe2\x80\xa6'
2019-03-10 16:58:58,b'@narendramodi @BJP4India @BJP4Keralam @TVJanam @Kummanam @surendranbjp @nach1keta #Elections2019 Lok Sabha Election\xe2\x80\xa6 https://t.co/kmvGEpjRzt'
2019-03-10 16:58:55,"b'#ElectionCommission #Elections2019 #LokSabhaPoll2019 \n\nWith 7 phase polling in single West Bengal, with police unde\xe2\x80\xa6 https://t.co/1TcQOE4KEf'"
2019-03-10 16:58:54,"b""RT @AKYOnline: Countdown has begin . \nLet's all work hard to achieve our goal and bring our RajannaRajyam together ! #RavaliJaganKavaliJaga\xe2\x80\xa6"""
2019-03-10 16:58:52,b'RT @ManviDad: We are ready \xf0\x9f\x92\xaa\xf0\x9f\x92\xaa\nVote for Fan\n\n#Elections2019 #VoteForFan https://t.co/31ld9TEk4U'
2019-03-10 16:58:50,b'Who do you think will win 2019 loksabha elections #loksabhaelections2019 #Elections2019'
2019-03-10 16:58:49,b'RT @VeereshMalik: I hope all news channels debates are banned after 5pm under Model Code of Conduct. #Elections2019'
2019-03-10 16:58:49,b'RT @siddaramaiah: This election is not about Congress &amp; BJP or any other party\n\nThis election is not about @RahulGandhi &amp; @narendramodi\n\nTh\xe2\x80\xa6'
2019-03-10 16:58:36,b'RT @TrendPSPK: Expect the unexpected from @PawanKalyan \xf0\x9f\x94\xa5\xe2\x9c\x8a\n\n#Elections2019 https://t.co/Y2hdo3RUyp'
2019-03-10 16:58:25,b'RT @TrendPSPK: Andhrapradesh &amp; Telangana elections in Phase 1 on April 11th..\n\n#Elections2019 https://t.co/8yYL75i2j9'
2019-03-10 16:58:20,"b'Whether can  I afford to contest MP election 2019, under the Arakkonam Constituency and under a political party sym\xe2\x80\xa6 https://t.co/K4Qd1u7uY4'"
2019-03-10 16:58:15,b'@siddaramaiah @INCKarnataka This election will be an answer for instigating communal violence.\n\nThis election will\xe2\x80\xa6 https://t.co/INFZKLYEFi'
2019-03-10 16:58:14,b'RT @SiDManchikanti: #Elections2019 Best wishes to @PawanKalyan and @JanaSenaParty. Hope you people bring some change . https://t.co/k4hJOed\xe2\x80\xa6'
2019-03-10 16:58:11,b'Which Party Will Win Maximum Seats in #Elections2019 in Andhra Pradesh?'
2019-03-10 16:58:09,b'RT @Rita_Banerji: #Elections2019 If your name is not on the #VotersList then this is what you can do.\n\nhttps://t.co/OvKMx3mwd4'
2019-03-10 16:58:06,b'RT @PIBMumbai: Watch LIVE \xf0\x9f\x93\xa1:  Press Conference by #ElectionCommission of India  #Elections2019 #GeneralElections2019\n https://t.co/FmpEBZBI\xe2\x80\xa6'
2019-03-10 16:58:03,b'RT @UrsVamsiShekar: #Elections2019 \n1. April 11 - 91 in 20 states \n2. April 18 - 97 - 13 states\n3. April 23 - 115 - 14 states\n4. April 29 -\xe2\x80\xa6'
2019-03-10 16:58:02,b'RT @Anirudh_Astro: Announcement of election schedule and counting date by #ElectionCommission has confirmed the predictions made by me in t\xe2\x80\xa6'
2019-03-10 16:58:02,b'RT @VishweshwarBhat: Hardly 38 days  left. Still we don\xe2\x80\x99t know our candidates. In some States number of days even less. \n\nHow to elect a ca\xe2\x80\xa6'
2019-03-10 16:57:53,"b""The coming 74 days will determine India's course for the next 50 years. Vote wisely, India!\n#ElectionCommission\xe2\x80\xa6 https://t.co/6v4G8y4g2O"""
2019-03-10 16:57:53,b'RT @Anirudh_Astro: Announcement of election schedule and counting date by #ElectionCommission has confirmed the predictions made by me in t\xe2\x80\xa6'
2019-03-10 16:57:53,"b""RT @Awhadspeaks: What a bastard! #BabuBajrangi\nThat's all \n#LokSabhaElections2019 \n#Elections2019 https://t.co/9hSxcsPjQi"""
2019-03-10 16:57:52,b'RT @legend_celeb: Polling - April 11\nResults - May 23\n\nAssembly &amp; Lok Sabha\n\nAndhra Pradesh\n\n#Elections2019'
2019-03-10 16:57:51,b'Belagavi will vote on April 23\n\n#Belgaum #Belagavi #Elections2019 #BJP #CONGRESS #vote  https://t.co/eqfqFbRKqV'
2019-03-10 16:57:51,b'RT @sunetrac: anyone else confused with the way CEC is announcing? #Elections2019'
2019-03-10 16:57:48,"b'RT @sbajpai2806: ""No doubt #BJP will win over 74 seats in #UttarPradesh, including Amethi &amp; Azamgarh"": #YogiAdityanath  https://t.co/eEkBXL\xe2\x80\xa6'"
2019-03-10 16:57:43,b'RT @vilas_nayak: Karnataka - Poll Dates \n\n2nd Phase 18th April\nKarnataka 14 Seats \n3rd Phase - 23rd April\nKarnataka 14 Seats\n\n#Elections2019'
2019-03-10 16:57:43,"b""RT @srivatsayb: 2019 is a 'do or die' election for everyone who wants India to remain a democratic, secular, liberal country. \n\nTo defeat t\xe2\x80\xa6"""
2019-03-10 16:57:43,b'RT @sunetrac: anyone else confused with the way CEC is announcing? #Elections2019'
2019-03-10 16:57:41,b'RT @Kiranssmbfan: The Election Date Is Revealed. So Whom You R Gonna Support This Time? #Elections2019 \n#mine #YSRCP  #jai_jagan_anna\xe2\x9c\x8a\xe2\x9c\x8a\xe2\x9c\x8a\xe2\x9c\x8a\xe2\x80\xa6'
2019-03-10 16:57:28,b'RT @SiDManchikanti: #Elections2019 Best wishes to @PawanKalyan and @JanaSenaParty. Hope you people bring some change . https://t.co/k4hJOed\xe2\x80\xa6'
2019-03-10 16:57:20,b'RT @otvnews: BJP begins #VijaySankalpYatra from Angul as part of party\xe2\x80\x99s campaign for #Elections2019 in #Odisha https://t.co/vEJoKGOeuW'
2019-03-10 16:57:09,b'@inecnigeria why can\xe2\x80\x99t you as a body decide on ur own without the buhari and apc telling you wt to do??? It\xe2\x80\x99s pathe\xe2\x80\xa6 https://t.co/9ZE0m24IJE'
2019-03-10 16:56:54,b'RT @MahimaShastri: I am Voting for\n\xe2\x98\x91\xef\xb8\x8f Development\n\xe2\x98\x91\xef\xb8\x8f National Security\n\xe2\x98\x91\xef\xb8\x8f New India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\n\nA long term Vision for 2020 and beyond. \nMODI 2019\xe2\x80\xa6'
2019-03-10 16:56:53,"b'RT @HerrBains: Okay, guys. Time to enter the battlefield. \nBeat the war drums! \nRaise the Battle Colors! \nDon the armor! \nJai Bhavani!\nBole\xe2\x80\xa6'"
2019-03-10 16:56:35,"b""RT @GabbarSanghi: Dear Hyderabadis,  don't treat April 11 as an extended weekend, get your voter ID if you haven't and go out and vote. #El\xe2\x80\xa6"""
2019-03-10 16:56:28,b'The right of election is the very essence of the constitution...#ElectionCommission #Elections2019 https://t.co/fyCmETTFp7'
2019-03-10 16:56:24,b'RT @ashwanikumar097: Make this #SundayMotivation to read book named #\xe0\xa4\x9c\xe0\xa5\x80\xe0\xa4\xa8\xe0\xa5\x87_\xe0\xa4\x95\xe0\xa5\x80_\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xb9 written by @SaintRampalJiM and on #Sundaythoughts know how\xe2\x80\xa6'
2019-03-10 16:56:21,"b'RT @HerrBains: Okay, guys. Time to enter the battlefield. \nBeat the war drums! \nRaise the Battle Colors! \nDon the armor! \nJai Bhavani!\nBole\xe2\x80\xa6'"
2019-03-10 16:56:16,b'RT @alokg2k: EC announces election dates but PM hopeful is busy njoying Sunday. While PM wishes every party good luck &amp; urges all voters to\xe2\x80\xa6'
2019-03-10 16:56:04,b'#Elections2019 Can ECI ensure that no cash or muscle power is used to influence votes.\nThey have already failed in\xe2\x80\xa6 https://t.co/wxXFdABKC1'
2019-03-10 16:56:02,b'@narendramodi @PMOIndia please make some arrangements for those Indian who are not in INDIA on election date... We\xe2\x80\xa6 https://t.co/mALvBYU2xy'
2019-03-10 16:55:57,b'RT @Techglares: Election Dates are announced\n\nStarts Frm April 11th nd Results on May 23rd\n\nHere are Bus Coupons to travel to native places\xe2\x80\xa6'
2019-03-10 16:55:57,b'RT @BurnolReloaded: BREAKING IN\n\nSo it is decided\nModiji @narendramodi ji will win the elections of 2019 on 23rd May 2019\n\nEVM will be blam\xe2\x80\xa6'
2019-03-10 16:55:50,b'RT @MahimaShastri: I am Voting for\n\xe2\x98\x91\xef\xb8\x8f Development\n\xe2\x98\x91\xef\xb8\x8f National Security\n\xe2\x98\x91\xef\xb8\x8f New India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\n\nA long term Vision for 2020 and beyond. \nMODI 2019\xe2\x80\xa6'
2019-03-10 16:55:41,b'RT @SiDManchikanti: #Elections2019 Best wishes to @PawanKalyan and @JanaSenaParty. Hope you people bring some change . https://t.co/k4hJOed\xe2\x80\xa6'
2019-03-10 16:55:39,b'RT @prv0007: This is the kind of job generation we can expect from @INCIndia and @RahulGandhi. #Elections2019 https://t.co/06au8BuvOk'
2019-03-10 16:55:36,b'RT @DrSandeepJSP: This is the fight for our Future and the date is April 11th 2019. \n#Elections2019 https://t.co/jNUX2EaM8e'
2019-03-10 16:55:24,b'RT @Anirudh_Astro: Announcement of election schedule and counting date by #ElectionCommission has confirmed the predictions made by me in t\xe2\x80\xa6'
2019-03-10 16:55:05,b'RT @siddaramaiah: I also urge all our party workers to work tirelessly &amp; ensure that the correct information reaches the public who will no\xe2\x80\xa6'
2019-03-10 16:55:02,"b'RT @kirteshkumar: Don\xe2\x80\x99t panic janasainiks..There vl be High Octane Planning for next 30 days followed by candidates announcements, Core tea\xe2\x80\xa6'"
2019-03-10 16:54:59,b'#Elections2019 \n#AppECU911 \nAll the best @ysjagan @ncbn @PawanKalyan @PMOIndia @RahulGandhi'
2019-03-10 16:54:56,b'RT @siddaramaiah: This election is not about Congress &amp; BJP or any other party\n\nThis election is not about @RahulGandhi &amp; @narendramodi\n\nTh\xe2\x80\xa6'
2019-03-10 16:54:46,b'RT @pradip103: Dear friends. I have been on the ground from past one month. For factual grounded election analysis devoid of fiction you ca\xe2\x80\xa6'
2019-03-10 16:54:46,b'RT @dopmanishsharma: #ElectionCommission #Elections2019\nI have compiled the No. of LS seats going for poll in each state/UT in all 7 Phases\xe2\x80\xa6'
2019-03-10 16:54:39,"b""RT @srivatsayb: 2019 is a 'do or die' election for everyone who wants India to remain a democratic, secular, liberal country. \n\nTo defeat t\xe2\x80\xa6"""
2019-03-10 16:54:38,"b'RT @ceo_karnataka: #LoksabhaElections in #Karnataka\nDetails of phase 1 ( April 18,2019) \nand phase 2 ( April 23, 2019) \n\n#Elections2019 #al\xe2\x80\xa6'"
2019-03-10 16:54:37,"b""RT @Rita_Banerji: #Elections2019 If your name is missing on the Voters List then call 1950 or toll-free 1800111950. There's also an email.\xe2\x80\xa6"""
2019-03-10 16:54:28,"b""RT @AKYOnline: Countdown has begin . \nLet's all work hard to achieve our goal and bring our RajannaRajyam together ! #RavaliJaganKavaliJaga\xe2\x80\xa6"""
2019-03-10 16:54:26,b'RT @vikramchandra: The Greatest Show on Earth. \n1.3 billion people choosing their own government. \n#Elections2019'
2019-03-10 16:54:18,"b'There are 1.5 crore Young voters in India between the ages of 18 &amp;19, who will vote for the first time, but the que\xe2\x80\xa6 https://t.co/7tHVdZFAaS'"
2019-03-10 16:54:16,b'RT @KhabreeLaal: Who will win?\n\n#RT - Narendra Modi \n\n#Like - Rahul Gandhi \n\n#Reply - Others\n\nLets see \xf0\x9f\x98\x9c\n\n#ElectionCommission #Election2019\xe2\x80\xa6'
2019-03-10 16:54:14,b'RT @siddaramaiah: This election is not about Congress &amp; BJP or any other party\n\nThis election is not about @RahulGandhi &amp; @narendramodi\n\nTh\xe2\x80\xa6'
2019-03-10 16:54:13,b'@Telugu360 @JaiTDP @YSRCParty What about india tv survey \n\nYsrcp - 22 seats\nTdp - 3 Seats\n\n#VoteforFAN \n#APNeedsYSJagan \n#Elections2019'
2019-03-10 16:54:05,b'RT @siddaramaiah: We are glad that the elections are finally announced by the Election Commission. \n\nMy best wishes for the officers who ar\xe2\x80\xa6'
2019-03-10 16:54:05,"b""RT @AbhinavAgarwal: Dear intellectuals, now ask yourselves - who between you and Hardik Patel ended up being the Congress' Kleenex and who\xe2\x80\xa6"""
2019-03-10 16:53:59,b'@siddaramaiah @INCKarnataka This election will be an answer for instigating caste politics.\n\nThis election will be\xe2\x80\xa6 https://t.co/u7i3FzZawJ'
2019-03-10 16:53:56,b'RT @Manoj071092: Election 2019 in 7 phases #Elections2019'
2019-03-10 16:53:33,b'RT @RaghuramanMenon: Forget about 10 Cr #RSS and 10 Cr #BJP We the Volunteers of SM Warriors are also about same numbers. If We get 24 peop\xe2\x80\xa6'
2019-03-10 16:53:22,"b""RT @srivatsayb: 2019 is a 'do or die' election for everyone who wants India to remain a democratic, secular, liberal country. \n\nTo defeat t\xe2\x80\xa6"""
2019-03-10 16:53:16,b'RT @TrendPSPK: Expect the unexpected from @PawanKalyan \xf0\x9f\x94\xa5\xe2\x9c\x8a\n\n#Elections2019 https://t.co/Y2hdo3RUyp'
2019-03-10 16:53:13,b'RT @MahimaShastri: I am Voting for\n\xe2\x98\x91\xef\xb8\x8f Development\n\xe2\x98\x91\xef\xb8\x8f National Security\n\xe2\x98\x91\xef\xb8\x8f New India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\n\nA long term Vision for 2020 and beyond. \nMODI 2019\xe2\x80\xa6'
2019-03-10 16:53:02,"b'RT @chiragpatel0055: Excuse of a legal process, But #HardikPatel has started campaigning for the\n#LokSabhaElections2019 ?\n\nWHy Hardik Patel\xe2\x80\xa6'"
2019-03-10 16:52:55,"b'RT @HerrBains: Okay, guys. Time to enter the battlefield. \nBeat the war drums! \nRaise the Battle Colors! \nDon the armor! \nJai Bhavani!\nBole\xe2\x80\xa6'"
2019-03-10 16:52:53,b'RT @Anirudh_Astro: Announcement of election schedule and counting date by #ElectionCommission has confirmed the predictions made by me in t\xe2\x80\xa6'
2019-03-10 16:52:49,"b""RT @s_anuj: Just realized. \n\nWhen the last general elections were held, Xiaomi didn't exist in India ! \n\n#Elections2019"""
2019-03-10 16:52:48,b'RT @DrSandeepJSP: This is the fight for our Future and the date is April 11th 2019. \n#Elections2019 https://t.co/jNUX2EaM8e'
2019-03-10 16:52:44,b'RT @RaghuramanMenon: Forget about 10 Cr #RSS and 10 Cr #BJP We the Volunteers of SM Warriors are also about same numbers. If We get 24 peop\xe2\x80\xa6'
2019-03-10 16:52:43,b'RT @Desifunday: @ETVBharatCG @drramansingh @narendramodi @AAI_Official @sureshpprabhu @jayantsinha @MoCA_GoI @PMOIndia @ChhattisgarhCMO @Ai\xe2\x80\xa6'
2019-03-10 16:52:40,"b'RT @ceo_karnataka: #LoksabhaElections in #Karnataka\nDetails of phase 1 ( April 18,2019) \nand phase 2 ( April 23, 2019) \n\n#Elections2019 #al\xe2\x80\xa6'"
2019-03-10 16:52:40,b'Lo bhai date sheet aa gayi. Sab dekh lo. #Elections2019 \nMark the dates. Courtesy @tuhins via facebook https://t.co/FY87pXkhIP'
2019-03-10 16:52:26,b'RT @SujitBisoyiTOI: Banners &amp; hoardings fixed at Govt expense being removed after model code of conduct came into force #Odisha #Elections2\xe2\x80\xa6'
2019-03-10 16:52:25,b'RT @TRBRajaa: #Elections for 21 #TamilNadu Assembly Seats WILL BE CONDUCTED on 18th Apr\nPolling 18th Apr\nResults 23rd May\n#TNAssemblyPolls\xe2\x80\xa6'
2019-03-10 16:52:24,b'RT @CMO_Odisha: CM @Naveen_Odisha announced historic decision of #Odisha to send 33% #women to #Parliament in ensuing #elections2019. #Biju\xe2\x80\xa6'
2019-03-10 16:52:14,"b""RT @n_shekar: 900 million voters this time around. Wow, that's a record. Cannot be beaten anytime soon. Hope the mandate is for a majority\xe2\x80\xa6"""
2019-03-10 16:51:58,b'Nowdays MEDIA is lyk CBI . Jiski sarkaar ho usi ki ho jaati hai. Nw its vacation time for them till 23May then agai\xe2\x80\xa6 https://t.co/O62G1DKUq1'
2019-03-10 16:51:56,b'RT @siddaramaiah: This election is not about Congress &amp; BJP or any other party\n\nThis election is not about @RahulGandhi &amp; @narendramodi\n\nTh\xe2\x80\xa6'
2019-03-10 16:51:54,"b'RT @HerrBains: Okay, guys. Time to enter the battlefield. \nBeat the war drums! \nRaise the Battle Colors! \nDon the armor! \nJai Bhavani!\nBole\xe2\x80\xa6'"
2019-03-10 16:51:54,"b'RT @timesofindia: Congress, BJP may not field MLAs in LS polls \n\nREAD: https://t.co/VO40LS1hht \n\n#ElectionsWithTimes #Elections2019 #LokSab\xe2\x80\xa6'"
2019-03-10 16:51:50,"b""RT @srivatsayb: 2019 is a 'do or die' election for everyone who wants India to remain a democratic, secular, liberal country. \n\nTo defeat t\xe2\x80\xa6"""
2019-03-10 16:51:46,b'#WorldsFastestGrowingEconomy\n#TransformingIndia \n#SwacchBharatAbhiyaan\n#GoodsAndServiceTax\n#NamamiGange\xe2\x80\xa6 https://t.co/DU5DXnRFIM'
2019-03-10 16:51:37,b'RT @ImKr1shna: If ur abroad please apply Form-6A and we can use our vote. Applied and got docs verified as well. Pls RT\n\nLink - https://t.c\xe2\x80\xa6'
2019-03-10 16:51:36,b'Right @BDUTT pseudo intellectuals are afraid post #Elections2019 \n#indiamodified\n get your suitcase ready to crash-\xe2\x80\xa6 https://t.co/FcolHcF0UV'
2019-03-10 16:51:21,b'RT @UrsThanuja: The Election Date Is Revealed. So Whom You R Gonna Support This Time? #Elections2019 #AP'
2019-03-10 16:51:17,b'#April18 for #TamilNadu #elections2019 #ElectionCommission has announced the dates....'
